,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
483,John Jones\JoneJo00,BAL,,25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,111,
484,Trey Junkin\JunkTr20,ARI,,39,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,94,
485,Josh Keur\KeurJo20,IND,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,92,
486,Mike Leach\LeacMi00,TEN,,24,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,106,
487,Brody Liddiard\LiddBr20,MIA,,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,87,
488,Dustin Lyman\LymaDu00,CHI,TE,24,14,7,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,84,
489,Matt Lytle\LytlMa00,SEA,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,73,
490,Kevin McDougal\McDoKe01,IND,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,148,
491,Natrone Means\MeanNa00,CAR,,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,153,
492,Jake Moreland\MoreJa00,NYJ,,23,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,6,
493,Harold Morrow\MorrHa00,MIN,RB,27,16,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,145,
494,Frank Murphy\MurpFr00,TAM,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,159,
495,Dallas Neil\NeilDa20,ATL,,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,89,
496,Ryan Neufeld\NeufRy00,JAX,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,104,
497,Sirr Parker\ParkSi20,CIN,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,161,
498,Jeff Paulk\PaulJe20,NWE,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,1,
499,Ed Perry\PerrEd00,MIA,,26,9,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,105,
500,Mareno Philyaw\PhilMa20,ATL,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,171,
501,Chad Plummer\PlumCh20,IND,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,163,
502,Jonathan Quinn\QuinJo00,JAX,QB,25,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,78,
503,Derek Rackley\RackDe00,ATL,,23,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,110,
504,Tim Rattay\RattTi00,SFO,QB,23,1,0,1,1,-4,0,0,2,-1,-0.50,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,79,
505,O.J. Santiago\SantO.00,DAL,,26,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,101,
506,Kenny Shedd\ShedKe00,WAS,,29,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,168,
507,Paul Shields\ShiePa00,IND,,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,152,
508,Emanuel Smith\SmitEm20,JAX,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,155,
509,Matt Snider\SnidMa21,GNB,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,2,
510,Justin Snow\SnowJu00,IND,,24,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,91,
511,Blake Spence\SpenBl00,TAM,,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,112,
512,Dave Stachelski\StacDa00,NOR,,23,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,107,
513,Brad St. Louis\StLoBr00,CIN,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,98,
514,Dwight Stone\StonDw00,NYJ,WR,36,12,0,0,0,0,0,0,3,3,1.00,0,1,0,0,,0,1,,0,,,,0.3,0.3,0.3,,150,
515,Jay Tant\TantJa00,ARI,TE,23,5,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,83,
516,Chris Thomas\ThomCh00,STL,,29,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,166,
517,Derrius Thompson\ThomDe00,WAS,,23,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,157,
518,Kevin Thompson\ThomKe00,CLE,QB,23,1,0,1,1,8,0,0,1,0,0.00,0,0,0,0,,0,1,,0,,,,0.3,0.3,0.3,,70,
519,Jerame Tuman\TumaJe00,PIT,,24,16,1,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,95,
520,Frank Wainright\WainFr00,BAL,,33,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,113,
521,Craig Walendy\WaleCr20,NYG,,23,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,146,
522,Damon Washington\WashDa00,NYG,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,150,
523,James Whalen\WhalJa00,DAL,,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,86,
524,Austin Wheatley\WheaAu20,NOR,,23,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,99,
525,Danny Wuerffel\WuerDa00,GNB,QB,26,1,0,0,0,0,0,0,2,-2,-1.00,0,,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,77,
526,Bashir Yamini\YamiBa20,TEN,,23,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,164,
527,Joe Zelenka\ZeleJo00,WAS,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,103,
528,Koy Detmer\DetmKo00,PHI,QB,27,16,0,0,1,0,0,1,1,8,8.00,0,0,0,0,,0,0,,0,,,-1,-1.2,-0.2,-0.2,,82,
529,Damon Dunn\DunnDa01,2TM,WR,24,4,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,1,0,,,-1,-0.4,0.6,-0.9,,173,
530,Herbert Goodman\GoodHe00,GNB,RB,23,5,0,0,0,0,0,0,3,-2,-0.67,0,1,1,0,0.00,0,2,1,0,,,-2,-1.2,-0.2,-1.7,,157,
531,Joe Hamilton\HamiJo20,TAM,QB,23,1,0,0,0,0,0,0,1,-2,-2.00,0,0,0,0,,0,1,1,0,,,-2,-2.2,-1.2,-2.2,,83,
532,Winslow Oliver\OlivWi00,ATL,,27,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,156,
533,Todd Yoder\YodeTo00,TAM,TE,22,9,0,0,0,0,0,0,0,0,,0,3,1,1,1.00,0,1,1,0,,,-2,-0.9,0.1,-1.4,,114,
