,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
154,Brandon Bennett\BennBr00,CIN,RB,27,16,0,0,0,0,0,0,90,324,3.60,3,29,19,168,8.84,0,2,1,3,,,65,84.2,91.2,74.7,,43,
155,Randall Cunningham\CunnRa00,DAL,QB,37,6,3,74,125,849,6,4,23,89,3.87,1,0,0,0,,0,4,1,1,,1,65,64.9,72.9,68.9,,37,
156,Jim Harbaugh\HarbJi00,SDG,QB,37,7,5,123,202,1416,8,10,16,24,1.50,0,0,0,0,,0,5,3,0,,,65,65.0,81.0,75.0,,36,
157,Thomas Jones\JoneTh00,ARI,RB,22,14,4,0,0,0,0,0,112,373,3.33,2,46,32,208,6.50,0,4,3,2,,,64,96.1,105.1,80.1,,44,
158,Germane Crowell\CrowGe00,DET,WR,24,9,7,0,0,0,0,0,1,12,12.00,0,73,34,430,12.65,3,0,,3,,,62,96.2,99.2,79.2,,63,
159,Stephen Alexander*\AlexSt00,WAS,TE,25,16,16,0,0,0,0,0,0,0,,0,72,47,510,10.85,2,2,1,2,,,61,108.0,112.0,84.5,,12,
160,Zack Crockett\CrocZa00,OAK,RB,28,16,4,0,0,0,0,0,43,130,3.02,7,15,10,62,6.20,0,0,,7,,,61,71.2,74.2,66.2,,46,
161,Herman Moore\MoorHe00,DET,WR,31,15,11,0,0,0,0,0,0,0,,0,80,40,434,10.85,3,0,,3,,,61,101.4,104.4,81.4,,64,
162,Antowain Smith\SmitAn00,BUF,RB,28,11,3,0,0,0,0,0,101,354,3.50,4,5,3,20,6.67,0,1,,4,,,61,64.4,67.4,62.9,,45,
163,Marty Booker\BookMa00,CHI,WR,24,15,7,0,0,0,0,0,2,-1,-0.50,0,74,47,490,10.43,2,2,1,2,,,59,105.9,109.9,82.4,,65,
164,David Patten\PattDa00,CLE,WR,26,14,11,0,0,0,0,0,0,0,,0,72,38,546,14.37,1,2,1,1,,,59,96.6,100.6,77.6,,66,
165,Rickey Dudley\DudlRi00,OAK,TE,28,16,16,0,0,0,0,0,1,-7,-7.00,0,49,29,350,12.07,4,1,,4,,,58,87.3,90.3,72.8,,13,
166,Jermaine Fazande\FazaJe00,SDG,RB,25,13,7,0,0,0,0,0,119,368,3.09,2,18,16,104,6.50,0,1,1,2,,,57,73.2,80.2,65.2,,47,
167,Akili Smith\SmitAk00,CIN,QB,25,12,11,118,267,1253,3,6,41,232,5.66,0,0,0,0,,0,14,8,0,,,57,57.3,77.3,63.3,,39,
168,Duce Staley\StalDu00,PHI,RB,25,5,5,0,0,0,0,0,79,344,4.35,1,33,25,201,8.04,0,3,2,1,,,57,81.5,89.5,69.0,,48,
169,Dorsey Levens\LeveDo00,GNB,RB,30,5,5,0,0,0,0,0,77,224,2.91,3,21,16,146,9.13,0,0,,3,,,55,71.0,77.0,63.0,,49,
170,Justin Watson\WatsJu00,STL,RB,25,14,2,0,0,0,0,0,54,249,4.61,4,11,10,56,5.60,0,0,,4,,,55,64.5,67.5,59.5,,50,
171,Kevin Lockett\LockKe00,KAN,WR,26,16,2,0,0,0,0,0,0,0,,0,56,33,422,12.79,2,3,,2,,,54,87.2,90.2,70.7,,67,
172,Chris Sanders\SandCh00,TEN,WR,28,16,14,0,0,0,0,0,0,0,,0,61,33,536,16.24,0,1,,0,,,54,86.6,89.6,70.1,,68,
173,Wesley Walls\WallWe00,CAR,TE,34,8,8,0,0,0,0,0,0,0,,0,49,31,422,13.61,2,0,,2,,,54,85.2,88.2,69.7,,14,
174,Kimble Anders\AndeKi00,KAN,RB,34,15,7,0,0,0,0,0,76,331,4.36,2,19,15,76,5.07,0,1,,2,,,53,67.7,70.7,60.2,,51,
175,Desmond Clark\ClarDe00,DEN,TE,23,16,2,0,0,0,0,0,0,0,,0,38,27,339,12.56,3,0,,3,,,52,78.9,81.9,65.4,,16,
176,Andrew Glover\GlovAn00,NOR,TE,33,16,14,0,0,0,0,0,0,0,,0,40,21,281,13.38,4,0,,4,,,52,73.1,76.1,62.6,,15,
177,David Sloan\SloaDa00,DET,TE,28,15,10,0,0,0,0,0,0,0,,0,60,32,379,11.84,2,0,,2,,,50,81.9,84.9,65.9,,17,
178,Richard Huntley\HuntRi00,PIT,RB,28,13,0,0,0,0,0,0,46,215,4.67,3,19,10,91,9.10,0,1,1,3,1,,49,58.6,62.6,53.6,,52,
179,Rocket Ismail\IsmaRa00,DAL,WR,31,9,9,0,0,0,0,0,8,73,9.13,0,43,25,350,14.00,1,1,1,1,1,,48,73.3,77.3,60.8,,69,
180,James Jett\JettJa00,OAK,WR,30,16,13,0,0,0,0,0,0,0,,0,39,20,356,17.80,2,0,,2,,,48,67.6,70.6,57.6,,71,
181,Wane McGarity\McGaWa00,DAL,WR,24,14,0,0,0,0,0,0,6,49,8.17,1,49,25,250,10.00,0,2,,3,,,48,72.9,75.9,60.4,,70,
182,Reidel Anthony\AnthRe00,TAM,WR,24,16,1,0,0,0,0,0,0,0,,0,33,15,232,15.47,4,0,,4,,,47,62.2,65.2,54.7,,72,
183,Laveranues Coles\ColeLa00,NYJ,WR,23,13,3,0,0,0,0,0,2,15,7.50,0,42,22,370,16.82,1,0,,1,1,,47,68.5,71.5,57.5,,73,
184,Itula Mili\MiliIt00,SEA,TE,27,16,6,0,0,0,0,0,0,0,,0,47,28,288,10.29,3,1,,3,,,47,74.8,77.8,60.8,,19,
185,Dave Moore\MoorDa00,TAM,TE,31,16,16,0,0,0,0,0,0,0,,0,54,29,288,9.93,3,0,,3,,,47,75.8,78.8,61.3,,18,
186,Greg Clark\ClarGr00,SFO,TE,28,15,15,0,0,0,0,0,0,0,,0,51,38,342,9.00,2,1,,2,,,46,84.2,87.2,65.2,,20,
187,Dennis Northcutt\NortDe00,CLE,WR,23,15,8,0,0,0,0,0,9,33,3.67,0,82,39,422,10.82,0,1,,0,,,46,84.5,87.5,65.0,,74,
188,Stanley Pritchett\PritSt00,PHI,RB,27,16,2,0,0,0,0,0,58,225,3.88,1,30,25,193,7.72,0,1,1,1,,,46,70.8,77.8,58.3,,53,
189,Travis Taylor\TaylTr01,BAL,WR,22,9,8,0,0,0,0,0,2,11,5.50,0,54,28,276,9.86,3,1,1,3,,,45,72.7,76.7,58.7,,75,
190,Brad Hoover\HoovBr00,CAR,RB,24,16,4,0,0,0,0,0,89,290,3.26,1,19,15,112,7.47,0,1,1,1,,,44,59.2,66.2,51.7,,54,
191,Reggie Kelly\KellRe00,ATL,TE,23,16,16,0,0,0,0,0,0,0,,0,50,31,340,10.97,2,1,1,2,,,44,75.0,79.0,59.5,,21,
192,Shaun Alexander\AlexSh00,SEA,RB,23,16,1,0,0,0,0,0,64,313,4.89,2,11,5,41,8.20,0,2,2,2,,,43,48.4,53.4,45.9,,55,
193,Scott Mitchell\MitcSc00,CIN,QB,32,8,5,89,187,966,3,8,10,61,6.10,1,0,0,0,,0,4,2,1,,,43,42.7,55.7,50.7,,40,
194,Bubba Franks\FranBu00,GNB,TE,22,16,13,0,0,0,0,0,0,0,,0,55,34,363,10.68,1,1,,1,,,42,76.3,79.3,59.3,,22,
195,Shane Matthews\MattSh00,CHI,QB,30,6,5,102,178,964,3,6,10,35,3.50,0,0,0,0,,0,2,,0,,,42,42.1,51.1,48.1,,41,
196,Terrell Davis\DaviTe00,DEN,RB,28,5,4,0,0,0,0,0,78,282,3.62,2,2,2,4,2.00,0,1,,2,,,41,42.6,45.6,41.6,,56,
197,Donald Driver\DrivDo00,GNB,WR,25,16,2,0,0,0,0,0,1,4,4.00,0,49,21,322,15.33,1,0,,1,1,,41,61.6,64.6,51.1,,77,
198,Doug Pederson\PedeDo00,CLE,QB,32,11,8,117,210,1047,2,8,18,68,3.78,0,0,0,0,,0,4,,0,,,41,40.7,51.7,48.7,,42,
199,Yancey Thigpen\ThigYa00,TEN,WR,31,12,0,0,0,0,0,0,0,0,,0,26,15,289,19.27,2,0,,2,,,41,55.9,58.9,48.4,,76,
200,Robert Holcombe\HolcRo00,STL,RB,25,14,9,0,0,0,0,0,21,70,3.33,3,12,8,90,11.25,1,0,,4,,,40,48.0,48.0,44.0,,57,
201,Frank Moreau\MoreFr00,KAN,RB,24,11,0,0,0,0,0,0,67,179,2.67,4,1,0,0,,0,2,1,4,,,40,39.9,43.9,39.9,,58,
202,Aaron Shea\SheaAa00,CLE,TE,24,15,8,0,0,0,0,0,0,0,,0,51,30,302,10.07,2,1,1,2,,,40,70.2,74.2,55.2,,23,
203,Tony Martin\MartTo00,MIA,WR,35,10,5,0,0,0,0,0,0,0,,0,63,26,393,15.12,0,0,,0,,,39,65.3,68.3,52.3,,78,
204,Mark Bruener\BrueMa00,PIT,TE,28,16,16,0,0,0,0,0,0,0,,0,34,17,192,11.29,3,0,,3,,,37,54.2,57.2,45.7,,24,
205,Tony McGee\McGeTo00,CIN,TE,29,14,14,0,0,0,0,0,0,0,,0,49,26,309,11.88,1,0,,1,,,37,62.9,65.9,49.9,,25,
206,Mario Bates\BateMa00,DET,RB,27,13,0,0,0,0,0,0,31,127,4.10,2,21,15,109,7.27,0,0,,2,,,36,50.6,56.6,43.1,,60,
207,Isaac Byrd\ByrdIs00,CAR,WR,26,15,4,0,0,0,0,0,0,0,,0,44,22,241,10.95,2,0,,2,,,36,58.1,61.1,47.1,,79,
208,Christian Fauria\FaurCh00,SEA,TE,29,15,10,0,0,0,0,0,0,0,,0,39,28,237,8.46,2,1,,2,,,36,63.7,66.7,49.7,,27,
209,Kent Graham\GrahKe00,PIT,QB,32,12,5,66,148,878,1,1,8,7,0.88,0,0,0,0,,0,1,1,0,,,36,35.8,40.8,36.8,,43,
210,Chris Hetherington\HethCh00,CAR,RB,28,16,5,0,0,0,0,0,23,65,2.83,2,21,14,116,8.29,1,0,,3,,,36,50.1,53.1,43.1,,59,
211,Johnny McWilliams\McWiJo00,MIN,TE,28,15,7,0,0,0,0,0,0,0,,0,29,22,180,8.18,3,0,,3,,,36,58.0,61.0,47.0,,26,
212,Keith Poole\PoolKe00,NOR,WR,26,15,4,0,0,0,0,0,0,0,,0,37,21,293,13.95,1,1,,1,,,35,56.3,59.3,45.8,,80,
213,Jeff Thomason\ThomJe00,PHI,TE,31,16,5,0,0,0,0,0,0,0,,0,14,10,46,4.60,5,0,,5,,,35,44.6,44.6,39.6,,28,
214,Stoney Case\CaseSt00,DET,QB,28,5,1,56,91,503,1,4,16,117,7.31,1,0,0,0,,0,1,1,1,,1,34,33.8,44.8,37.8,,44,
215,Byron Chamberlain\ChamBy00,DEN,TE,29,15,0,0,0,0,0,0,0,0,,0,32,22,283,12.86,1,0,,1,,,34,56.3,59.3,45.3,,29,
216,Errict Rhett\RhetEr00,CLE,RB,30,5,4,0,0,0,0,0,71,258,3.63,0,19,14,78,5.57,0,0,,0,,,34,47.6,50.6,40.6,,61,
217,Terry Allen\AlleTe00,NOR,RB,32,4,3,0,0,0,0,0,46,179,3.89,2,1,1,7,7.00,0,0,,2,1,,33,33.6,36.6,33.1,,63,
218,Obafemi Ayanbadejo\AyanOb00,BAL,RB,25,8,4,0,0,0,0,0,15,37,2.47,1,29,23,168,7.30,1,0,,2,,,33,55.5,58.5,44.0,,64,
219,Bob Christian\ChriBo00,ATL,RB,32,16,14,0,0,0,0,0,9,19,2.11,0,63,44,315,7.16,0,0,,0,,,33,77.4,80.4,55.4,,62,
220,Brock Huard\HuarBr00,SEA,QB,24,5,4,49,87,540,3,2,5,29,5.80,0,0,0,0,,0,2,,0,,,33,32.5,37.5,34.5,,45,
221,Anthony Johnson\JohnAn00,JAX,RB,33,12,3,0,0,0,0,0,28,112,4.00,1,16,12,153,12.75,0,0,,1,,,33,44.5,50.5,38.5,,65,
222,Chris Fuamatu-Ma'afala\FuamCh00,PIT,RB,23,7,1,0,0,0,0,0,21,149,7.10,1,16,11,107,9.73,0,0,,1,,,32,42.6,48.6,37.1,,66,
223,Derrick Mayes\MayeDe00,SEA,WR,26,13,8,0,0,0,0,0,0,0,,0,47,29,264,9.10,1,0,,1,,,32,61.4,64.4,46.9,,81,
224,Matthew Hatchette\HatcMa00,MIN,WR,26,14,4,0,0,0,0,0,0,0,,0,33,16,190,11.88,2,0,,2,,,31,47.0,50.0,39.0,,84,
225,Joe Jurevicius\JureJo00,NYG,WR,26,14,3,0,0,0,0,0,0,0,,0,49,24,272,11.33,1,1,1,1,,,31,55.2,59.2,43.2,,82,
226,Pete Mitchell\MitcPe00,NYG,TE,29,14,5,0,0,0,0,0,0,0,,0,37,25,245,9.80,1,1,,1,,,31,55.5,58.5,43.0,,31,
227,Brandon Stokley\StokBr00,BAL,WR,24,7,1,0,0,0,0,0,1,6,6.00,0,17,11,184,16.73,2,0,,2,,,31,42.0,45.0,36.5,,83,
228,Jermaine Wiggins\WiggJe00,2TM,TE,25,15,2,0,0,0,0,0,0,0,,0,28,18,207,11.50,2,1,1,2,,,31,48.7,52.7,39.7,,30,
229,Greg Comella\ComeGr00,NYG,RB,25,16,12,0,0,0,0,0,10,45,4.50,0,50,36,274,7.61,0,2,1,0,,,30,65.9,69.9,47.9,,67,
230,Courtney Hawkins\HawkCo00,PIT,WR,31,13,5,0,0,0,0,0,0,0,,0,43,19,238,12.53,1,0,,1,,,30,48.8,51.8,39.3,,85,
231,Patrick Johnson\JohnPa00,BAL,WR,24,12,9,0,0,0,0,0,2,21,10.50,0,37,12,156,13.00,2,0,,2,,,30,41.7,44.7,35.7,,87,
232,Alvis Whitted\WhitAl00,JAX,WR,26,16,3,0,0,0,0,0,0,0,,0,26,13,137,10.54,3,1,1,3,,,30,42.7,46.7,36.2,,86,
233,Roland Williams\WillRo01,STL,TE,25,16,11,0,0,0,0,0,0,0,,0,25,11,102,9.27,3,0,,3,1,,30,41.2,44.2,35.7,,32,
234,Craig Yeast\YeasCr00,CIN,WR,24,15,7,0,0,0,0,0,1,15,15.00,0,51,24,301,12.54,0,3,1,0,,,30,53.6,57.6,41.6,,88,
235,William Henderson\HendWi00,GNB,RB,29,16,6,0,0,0,0,0,2,16,8.00,0,45,35,234,6.69,1,1,1,1,,,29,64.0,68.0,46.5,,69,
236,J.J. Johnson\JohnJ.00,MIA,RB,26,13,1,0,0,0,0,0,50,168,3.36,1,12,10,61,6.10,0,0,,1,,,29,38.9,41.9,33.9,,70,
237,Tony Simmons\SimmTo00,NWE,WR,26,12,2,0,0,0,0,0,0,0,,0,30,14,231,16.50,1,0,,1,,,29,43.1,46.1,36.1,,89,
238,Thurman Thomas\ThomTh00,MIA,RB,34,9,0,0,0,0,0,0,28,136,4.86,0,24,16,117,7.31,1,1,1,1,,,29,45.3,52.3,37.3,,68,
239,Tony Carter\CartTo00,NWE,RB,28,16,6,0,0,0,0,0,37,90,2.43,2,15,9,73,8.11,0,0,,2,,,28,37.3,37.3,32.8,,71,
240,Tyrone Davis\DaviTy00,GNB,TE,28,14,9,0,0,0,0,0,0,0,,0,40,19,177,9.32,2,2,2,2,1,,28,46.7,51.7,37.2,,33,
241,Kris Mangum\MangKr00,CAR,TE,27,15,7,0,0,0,0,0,0,0,,0,31,19,215,11.32,1,0,,1,,,28,46.5,49.5,37.0,,34,
242,Cecil Martin\MartCe00,PHI,RB,25,16,9,0,0,0,0,0,13,77,5.92,0,39,31,219,7.06,0,1,1,0,,,28,58.6,62.6,43.1,,72,
243,Eric Bjornson\BjorEr00,NWE,TE,29,8,6,0,0,0,0,0,0,0,,0,33,20,152,7.60,2,0,,2,,,27,47.2,50.2,37.2,,35,
244,Robert Chancey\ChanRo20,SDG,RB,28,4,3,0,1,0,0,0,42,141,3.36,2,2,1,6,6.00,0,0,,2,,,27,27.7,30.7,27.2,,76,
245,William Floyd\FloyWi00,CAR,RB,28,10,8,0,0,0,0,0,16,33,2.06,1,27,17,114,6.71,1,0,,2,,,27,43.7,46.7,35.2,,75,
246,Brian Kozlowski\KozlBr00,ATL,TE,30,16,3,0,0,0,0,0,0,0,,0,25,15,151,10.07,2,0,,2,,,27,42.1,45.1,34.6,,36,
247,Bernie Parmalee\ParmBe00,NYJ,RB,33,14,0,0,0,0,0,0,27,87,3.22,2,13,9,66,7.33,0,0,,2,,,27,36.3,36.3,31.8,,73,
248,Tai Streets\StreTa00,SFO,WR,23,15,1,0,0,0,0,0,1,0,0.00,0,41,19,287,15.11,0,1,1,0,,,27,45.7,49.7,36.2,,90,
249,Robert Thomas\ThomRo02,DAL,RB,26,16,15,0,0,0,0,0,15,51,3.40,0,31,23,117,5.09,2,2,1,2,,,27,49.8,53.8,38.3,,74,
250,Anthony Becht\BechAn00,NYJ,TE,23,14,10,0,0,0,0,0,0,0,,0,30,16,144,9.00,2,1,,2,,,26,42.4,45.4,34.4,,37,
251,John Davis\DaviJo00,MIN,TE,27,15,9,0,0,0,0,0,0,0,,0,29,17,202,11.88,1,0,,1,,,26,43.2,46.2,34.7,,38,
252,E.G. Green\GreeE.00,IND,WR,25,7,0,0,0,0,0,0,0,0,,0,26,18,201,11.17,1,0,,1,,,26,44.1,47.1,35.1,,91,
253,Plaxico Burress\BurrPl00,PIT,WR,23,12,9,0,0,0,0,0,0,0,,0,65,22,273,12.41,0,1,1,0,,,25,47.3,51.3,36.3,,92,
254,Danny Farmer\FarmDa00,CIN,WR,23,13,2,0,0,0,0,0,0,0,,0,33,19,268,14.11,0,1,1,0,,,25,43.8,47.8,34.3,,94,
255,Reggie Jones\JoneRe00,SDG,WR,29,11,2,0,0,0,0,0,0,0,,0,38,22,253,11.50,0,1,,0,,,25,47.3,50.3,36.3,,93,
256,Fred McCrary\McCrFr00,SDG,RB,28,15,12,0,0,0,0,0,7,8,1.14,0,26,18,141,7.83,2,1,1,2,,,25,42.9,46.9,33.9,,78,
257,Rodney Thomas\ThomRo00,TEN,RB,27,16,0,0,0,0,0,0,61,175,2.87,0,11,8,35,4.38,1,1,1,1,,,25,33.0,37.0,29.0,,77,
258,Jamel White\WhitJa00,CLE,RB,23,13,0,0,0,0,0,0,47,145,3.09,0,19,13,100,7.69,0,0,,0,,,25,37.5,43.5,31.0,,79,
259,Marc Edwards\EdwaMa00,CLE,RB,26,16,8,0,0,0,0,0,2,9,4.50,0,22,16,128,8.00,2,2,1,2,,,24,39.7,43.7,31.7,,80,
260,Trevor Gaylor\GaylTr00,SDG,WR,23,14,2,0,0,0,0,0,0,0,,0,31,13,182,14.00,1,0,,1,,,24,37.2,40.2,30.7,,96,
261,Erron Kinney\KinnEr00,TEN,TE,23,16,9,0,0,0,0,0,0,0,,0,35,19,197,10.37,1,1,1,1,,,24,42.7,46.7,33.2,,39,
262,Carl Pickens\PickCa00,TEN,WR,30,9,6,0,0,0,0,0,0,0,,0,29,10,242,24.20,0,0,,0,,,24,34.2,37.2,29.2,,95,
263,Jeremy Brigham\BrigJe00,OAK,TE,25,15,3,0,0,0,0,0,0,0,,0,19,13,107,8.23,2,0,,2,,,23,35.7,38.7,29.2,,40,
264,KaRon Coleman\ColeKa00,DEN,RB,22,9,0,0,0,0,0,0,54,183,3.39,1,3,1,5,5.00,0,2,1,1,,,23,23.8,27.8,23.3,,81,
265,Larry Foster\FostLa00,DET,WR,24,10,0,0,0,0,0,0,2,31,15.50,0,27,17,175,10.29,1,2,2,1,,,23,39.6,44.6,31.1,,97,
266,Howard Griffith\GrifHo00,DEN,RB,33,14,14,0,0,0,0,0,5,4,0.80,0,31,16,101,6.31,2,0,,2,,,23,38.5,41.5,30.5,,82,
267,Neil O'Donnell\ODonNe00,TEN,QB,34,7,1,36,64,530,2,3,9,-2,-0.22,0,0,0,0,,0,0,,0,,,23,23.0,29.0,26.0,,46,
268,Macey Brooks\BrooMa00,CHI,WR,25,16,3,0,0,0,0,0,0,0,,0,50,26,216,8.31,0,0,,0,,,22,47.6,50.6,34.6,,98,
269,Jerald Moore\MoorJe00,NOR,RB,26,11,1,0,0,0,0,0,37,156,4.22,1,0,0,0,,0,0,,1,,,22,21.6,24.6,21.6,,83,
270,Dan Campbell\CampDa00,NYG,TE,24,16,5,0,0,0,0,0,0,0,,0,13,8,46,5.75,3,1,1,3,,,21,28.6,29.6,24.6,,42,
271,Autry Denson\DensAu00,MIA,RB,24,11,0,0,0,0,0,0,31,108,3.48,0,23,14,105,7.50,0,1,,0,,,21,35.3,41.3,28.3,,84,
272,Curtis Enis\EnisCu00,CHI,RB,24,12,5,0,0,0,0,0,36,84,2.33,1,11,8,68,8.50,0,0,,1,,,21,29.2,29.2,25.2,,85,
273,Jake Reed\ReedJa00,NOR,WR,33,7,6,0,0,0,0,0,0,0,,0,31,16,206,12.88,0,0,,0,,,21,36.6,39.6,28.6,,99,
274,Kaseem Sinceno\SincKa00,CHI,TE,24,11,11,0,0,0,0,0,0,0,,0,41,23,206,8.96,0,0,,0,,,21,43.6,46.6,32.1,,41,
275,Mack Strong\StroMa00,SEA,RB,29,16,13,0,0,0,0,0,3,9,3.00,0,30,23,141,6.13,1,0,,1,,,21,44.0,47.0,32.5,,86,
276,Troy Edwards\EdwaTr00,PIT,WR,23,14,1,0,0,0,0,0,3,4,1.33,0,44,18,215,11.94,0,1,1,0,,,20,37.9,41.9,28.9,,101,
277,Terry Hardy\HardTe00,ARI,TE,24,16,15,0,0,0,0,0,0,0,,0,45,27,160,5.93,1,2,1,1,,,20,47.0,51.0,33.5,,44,
278,Mike Sellers\SellMi00,WAS,TE,25,15,6,0,0,0,0,0,1,2,2.00,0,11,8,78,9.75,2,0,,2,,,20,28.0,28.0,24.0,,43,
279,Terrelle Smith\SmitTe00,NOR,RB,22,14,9,0,0,0,0,0,29,131,4.52,0,18,12,65,5.42,0,1,,0,,,20,31.6,34.6,25.6,,87,
280,R. Jay Soward\SowaR.00,JAX,WR,22,13,2,0,0,0,0,0,3,28,9.33,0,34,14,154,11.00,1,3,2,1,,,20,34.2,39.2,27.2,,100,
281,Troy Drayton\DrayTr00,KAN,TE,30,16,1,0,0,0,0,0,0,0,,0,9,8,70,8.75,2,0,,2,,,19,27.0,27.0,23.0,,45,
282,Ron Dugans\DugaRo00,CIN,WR,23,14,5,0,0,0,0,0,0,0,,0,38,14,125,8.93,1,0,,1,,,19,32.5,35.5,25.5,,104,
283,Terry Jackson\JackTe00,SFO,RB,24,15,1,0,0,0,0,0,5,6,1.20,1,5,5,48,9.60,1,0,,2,1,,19,24.4,24.4,21.9,,88,
284,Danny Kanell\KaneDa00,ATL,QB,27,5,1,57,116,524,2,5,1,0,0.00,0,0,0,0,,0,2,,0,,,19,19.0,27.0,24.0,,47,
285,Stacey Mack\MackSt00,JAX,RB,25,6,2,0,0,0,0,0,54,145,2.69,1,0,0,0,,0,3,1,1,,,19,18.5,22.5,18.5,,89,
286,Jason Tucker\TuckJa00,DAL,WR,24,16,7,0,0,0,0,0,4,42,10.50,1,28,13,126,9.69,0,3,2,1,,,19,31.8,36.8,25.3,,103,
287,Chris Walsh\WalsCh00,MIN,WR,32,16,0,0,0,0,0,0,0,0,,0,22,18,191,10.61,0,0,,0,,,19,37.1,40.1,28.1,,102,
288,Skip Hicks\HickSk00,WAS,RB,26,10,1,0,0,0,0,0,29,78,2.69,1,5,5,43,8.60,0,1,,1,,,18,23.1,23.1,20.6,,90,
289,Jamie Martin\MartJa00,JAX,QB,30,5,0,22,33,307,2,1,7,-6,-0.86,0,0,0,0,,0,0,,0,,,18,17.7,21.7,18.7,,49,
290,Jim Miller\MillJi00,CHI,QB,29,3,2,47,82,382,1,1,7,5,0.71,0,0,0,0,,0,1,,0,,,18,17.8,21.8,18.8,,48,
291,Todd Pinkston\PinkTo00,PHI,WR,23,16,1,0,0,0,0,0,0,0,,0,34,10,181,18.10,0,0,,0,,,18,28.1,31.1,23.1,,105,
292,Michael Wiley\WileMi00,DAL,RB,22,10,0,0,0,0,0,0,24,88,3.67,0,18,14,72,5.14,1,3,2,1,,,18,32.0,34.0,25.0,,91,
293,John Allred\AllrJo00,CHI,TE,26,5,3,0,0,0,0,0,0,0,,0,15,9,109,12.11,1,0,,1,,,17,25.9,28.9,21.4,,47,
294,Dave Brown\BrowDa00,ARI,QB,30,6,2,40,69,467,2,3,1,0,0.00,0,0,0,0,,0,2,2,0,,,17,16.7,24.7,19.7,,50,
295,Bert Emanuel\EmanBe00,MIA,WR,30,11,0,0,0,0,0,0,3,-2,-0.67,0,21,7,132,18.86,1,1,1,1,,,17,24.0,28.0,20.5,,106,
296,David LaFleur\LaFlDa00,DAL,TE,26,15,10,0,0,0,0,0,0,0,,0,21,12,109,9.08,1,0,,1,,,17,28.9,31.9,22.9,,46,
297,Jon Ritchie\RitcJo00,OAK,RB,26,13,12,0,0,0,0,0,0,0,,0,33,26,173,6.65,0,0,,0,,,17,43.3,46.3,30.3,,92,
298,Mike Cloud\ClouMi00,KAN,RB,25,16,4,0,0,0,0,0,30,84,2.80,1,2,2,16,8.00,0,0,,1,,,16,18.0,18.0,17.0,,94,
299,JaJuan Dawson\DawsJa00,CLE,WR,23,2,2,0,0,0,0,0,0,0,,0,14,9,97,10.78,1,0,,1,,,16,24.7,24.7,20.2,,109,
300,Kevin Dyson\DysoKe00,TEN,WR,25,2,2,0,0,0,0,0,0,0,,0,11,6,104,17.33,1,0,,1,,,16,22.4,25.4,19.4,,107,
301,Jonathan Linton\LintJo00,BUF,RB,26,14,2,0,0,0,0,0,38,112,2.95,0,4,3,8,2.67,1,3,1,1,,,16,19.0,23.0,17.5,,93,
302,Andre Reed\ReedAn00,WAS,WR,36,13,0,0,0,0,0,0,0,0,,0,18,10,103,10.30,1,0,,1,,,16,26.3,29.3,21.3,,108,
303,Rod Rutledge\RutlRo00,NWE,TE,25,16,11,0,0,0,0,0,0,0,,0,20,15,103,6.87,1,0,,1,,,16,31.3,34.3,23.8,,48,
304,Jed Weaver\WeavJe00,MIA,TE,24,16,0,0,0,0,0,0,0,0,,0,15,10,179,17.90,0,1,1,0,,,16,25.9,29.9,20.9,,49,
305,Lorenzo Neal\NealLo00,TEN,RB,30,16,6,0,0,0,0,0,1,-2,-2.00,0,13,9,31,3.44,2,0,,2,,,15,23.9,23.9,19.4,,95,
306,Robert Wilson\WilsRo01,NOR,WR,26,15,0,0,0,0,0,0,0,0,,0,19,11,154,14.00,0,0,,0,,,15,26.4,29.4,20.9,,110,
307,Fred Baxter\BaxtFr00,NYJ,TE,29,9,6,0,0,0,0,0,0,0,,0,9,4,22,5.50,2,0,,2,,,14,18.2,18.2,16.2,,50,
308,Na Brown\BrowNa00,PHI,WR,23,14,2,0,0,0,0,0,0,0,,0,19,9,80,8.89,1,0,,1,,,14,23.0,23.0,18.5,,111,
309,Mark Campbell\CampMa00,CLE,TE,25,16,10,0,0,0,0,0,0,0,,0,16,12,80,6.67,1,0,,1,,,14,26.0,26.0,20.0,,52,
310,Jim Kleinsasser\KleiJi00,MIN,TE,23,14,8,0,0,0,0,0,12,43,3.58,0,14,10,98,9.80,0,0,,0,,,14,24.1,24.1,19.1,,51,
311,O.J. McDuffie\McDuO.00,MIA,WR,31,9,1,0,0,0,0,0,1,-3,-3.00,0,25,14,143,10.21,0,0,,0,,,14,28.0,31.0,21.0,,112,
312,Adrian Murrell\MurrAd00,WAS,RB,30,15,0,0,0,0,0,0,20,50,2.50,0,22,16,93,5.81,0,1,,0,,,14,30.3,30.3,22.3,,96,
313,De'Mond Parker\ParkDe00,GNB,RB,24,8,0,0,0,0,0,0,18,85,4.72,0,12,9,50,5.56,0,0,,0,,,14,22.5,22.5,18.0,,97,
314,Walter Rasby\RasbWa00,DET,TE,28,16,8,0,0,0,0,0,0,0,,0,15,10,78,7.80,1,0,,1,,,14,23.8,23.8,18.8,,53,
